product_id,product_name,category,brand,price,discount_pct,final_price,rating,num_reviews,delivery_time_min,city,seller,stock,sold_quantity,profit_margin_pct,is_organic,packaging_type,weight_g,shelf_life_days,reorder_level,demand_index,date_added,expiry_date,offer_type,delivery_status,Revenue,Profit_Amount
2046,Parle Family Pack Snacks 839,Snacks,Parle,229.98,0,229.98,5.0,294,24,Mumbai,LocalMart,80,55,33.9,FALSE,Pouch,500,174,16,31,10/2/2025,3/25/2026,None,Delayed,12648.9,4287.9771
2047,Patanjali Classic Grocery 391,Grocery,Patanjali,487.82,20,390.26,4.3,428,36,Ahmedabad,QuickStores,99,382,33.6,TRUE,Packet,750,416,19,78,4/22/2024,6/12/2025,FreeDelivery,On-Time,149079.32,50090.65152000001
2048,Minute Maid Lite Beverages 301,Beverages,Minute Maid,97.2,15,82.62,3.9,31,28,Hyderabad,SellerA,118,219,18.3,TRUE,Jar,1500,426,23,50,11/4/2024,1/4/2026,Cashback,On-Time,18093.780000000002,3311.1617400000005
2049,Britannia Original Snacks 59,Snacks,Britannia,266.47,5,253.15,5.0,624,20,Delhi,DailyNeeds,108,37,7.8,FALSE,Pouch,400,138,21,35,12/23/2023,5/9/2024,None,On-Time,9366.550000000001,730.5909000000001
2050,DailyGreens Lite Fruits 659,Fruits & Vegetables,DailyGreens,183.57,15,156.03,4.2,181,27,Ahmedabad,SellerA,115,131,17.5,FALSE,Jar,1000,3,23,21,3/28/2025,3/31/2025,None,On-Time,20439.93,3576.9877500000002
2051,Amul Premium Dairy 130,Dairy,Amul,194.63,10,175.17,4.5,681,25,Pune,DailyNeeds,118,400,21.7,TRUE,Jar,500,26,23,96,3/28/2024,4/23/2024,None,On-Time,70068.0,15204.756
2052,Fortune Premium Grocery 337,Grocery,Fortune,396.29,25,297.22,4.6,434,28,Hyderabad,UrbanSeller,92,134,17.9,FALSE,Can,200,597,18,41,3/31/2025,11/18/2026,None,On-Time,39827.48,7129.11892
2053,P&G Daily Personal 480,Personal Care,P&G,414.16,0,414.16,4.2,218,17,Delhi,QuickStores,113,190,35.0,FALSE,Box,750,1505,22,59,4/29/2025,6/12/2029,Buy1Get1,On-Time,78690.40000000001,27541.640000000003
2054,Coca-Cola Premium Beverages 540,Beverages,Coca-Cola,325.64,0,325.64,4.2,165,24,Ahmedabad,SellerB,130,84,39.9,TRUE,Jar,500,319,26,21,4/3/2024,2/16/2025,FlatDiscount,On-Time,27353.76,10914.150239999999
2055,Nivea Organic Personal 68,Personal Care,Nivea,33.54,10,30.19,4.4,152,39,Lucknow,SellerB,124,85,15.6,TRUE,Can,300,466,24,29,12/10/2024,3/21/2026,FlatDiscount,Delayed,2566.15,400.31940000000003
2056,P&G Organic Personal 404,Personal Care,P&G,316.3,0,316.3,4.5,125,26,Jaipur,LocalMart,85,150,37.0,TRUE,Box,750,1349,17,55,7/23/2024,4/2/2028,FlatDiscount,Delayed,47445.0,17554.65
2057,DailyGreens Family Pack Fruits 431,Fruits & Vegetables,DailyGreens,143.63,15,122.09,4.2,102,37,Lucknow,QuickStores,122,251,20.9,TRUE,Pouch,1000,7,24,62,10/24/2024,10/31/2024,None,On-Time,30644.59,6404.7193099999995
2058,Nivea Fresh Personal 360,Personal Care,Nivea,751.98,25,563.99,3.9,140,21,Mumbai,LocalMart,83,110,8.1,FALSE,Bottle,250,398,16,20,11/30/2023,1/1/2025,None,On-Time,62038.9,5025.1509
2059,Nivea Daily Personal 826,Personal Care,Nivea,411.38,25,308.53,4.1,110,31,Kolkata,DailyNeeds,130,201,26.1,FALSE,Pouch,300,568,26,43,11/18/2024,6/9/2026,None,On-Time,62014.52999999999,16185.792329999998
2060,Fortune Lite Grocery 160,Grocery,Fortune,22.8,0,22.8,3.9,268,15,Pune,LocalMart,104,294,26.9,TRUE,Pouch,250,448,20,67,9/7/2025,11/29/2026,None,On-Time,6703.2,1803.1607999999999
2061,Dettol Daily Household 74,Household,Dettol,731.35,5,694.78,3.8,214,26,Delhi,QuickStores,113,115,33.4,TRUE,Can,100,1728,22,9,5/27/2025,2/18/2030,FlatDiscount,On-Time,79899.7,26686.4998
2062,Lay's Lite Snacks 696,Snacks,Lay's,249.13,15,211.76,3.9,286,25,Kolkata,LocalMart,117,192,27.1,FALSE,Packet,200,260,23,52,6/3/2024,2/18/2025,None,On-Time,40657.92,11018.29632
2063,Harpic Fresh Household 840,Household,Harpic,562.23,0,562.23,5.0,396,13,Delhi,SellerA,82,146,20.9,FALSE,Bottle,500,687,16,46,7/18/2025,6/5/2027,None,On-Time,82085.58,17155.88622
2064,Gowardhan Organic Dairy 158,Dairy,Gowardhan,44.6,5,42.37,4.0,292,34,Jaipur,LocalMart,115,174,25.6,FALSE,Packet,1000,11,23,31,4/4/2025,4/15/2025,FlatDiscount,Delayed,7372.379999999999,1887.32928
2065,P&G Lite Personal 210,Personal Care,P&G,425.81,20,340.65,3.9,154,18,Chennai,SellerB,109,52,35.0,FALSE,Pouch,100,704,21,22,3/6/2024,2/8/2026,None,On-Time,17713.8,6199.83
2066,Surf Excel Daily Household 441,Household,Surf Excel,541.03,0,541.03,5.0,278,29,Ahmedabad,DailyNeeds,132,82,6.5,TRUE,Bottle,500,526,26,35,9/2/2025,2/10/2027,None,On-Time,44364.46,2883.6899
2067,Aavin Classic Dairy 995,Dairy,Aavin,245.36,30,171.75,3.4,302,33,Bengaluru,LocalMart,130,29,30.1,FALSE,Pouch,1000,19,26,9,1/11/2025,1/30/2025,None,On-Time,4980.75,1499.20575
2068,Fortune Fresh Grocery 643,Grocery,Fortune,198.53,0,198.53,4.4,174,30,Ahmedabad,LocalMart,115,275,12.2,FALSE,Packet,100,570,23,72,5/13/2024,12/4/2025,None,On-Time,54595.75,6660.681499999999
2069,Modern Daily Bakery 899,Bakery,Modern,432.26,5,410.65,4.1,337,23,Pune,QuickStores,123,156,39.8,FALSE,Bottle,400,13,24,27,5/18/2025,5/31/2025,None,On-Time,64061.399999999994,25496.437199999997
2070,FreshFarm Classic Fruits 300,Fruits & Vegetables,FreshFarm,200.54,10,180.49,3.9,145,31,Kolkata,DailyNeeds,70,114,36.1,TRUE,Bottle,100,4,14,24,4/25/2025,4/29/2025,None,On-Time,20575.86,7427.885460000001
2071,FreshFarm Organic Fruits 856,Fruits & Vegetables,FreshFarm,137.43,10,123.69,3.8,64,31,Jaipur,SellerB,120,42,32.4,TRUE,Packet,100,3,24,1,7/24/2024,7/27/2024,None,Delayed,5194.98,1683.1735199999998
2072,Tata Classic Grocery 884,Grocery,Tata,384.3,15,326.65,4.8,370,30,Jaipur,SellerB,120,122,11.5,FALSE,Jar,250,491,24,38,3/8/2025,7/12/2026,None,On-Time,39851.299999999996,4582.8994999999995
2073,Britannia Classic Snacks 96,Snacks,Britannia,28.32,20,22.66,4.3,269,26,Pune,SellerA,88,86,9.9,TRUE,Can,200,116,17,30,5/25/2025,9/18/2025,FlatDiscount,On-Time,1948.76,192.92724
2074,P&G Fresh Personal 210,Personal Care,P&G,267.91,0,267.91,4.0,100,29,Mumbai,DailyNeeds,128,322,18.5,TRUE,Box,400,1287,25,78,12/6/2023,6/15/2027,FlatDiscount,On-Time,86267.02,15959.398700000002
2075,Surf Excel Lite Household 514,Household,Surf Excel,881.84,5,837.75,3.9,95,15,Pune,UrbanSeller,128,316,17.2,FALSE,Pouch,100,770,25,61,2/12/2024,3/23/2026,None,On-Time,264729.0,45533.388
2076,DailyGreens Daily Fruits 535,Fruits & Vegetables,DailyGreens,187.79,10,169.01,3.7,167,32,Bengaluru,DailyNeeds,106,19,23.7,FALSE,Can,500,15,21,9,12/22/2023,1/6/2024,None,On-Time,3211.1899999999996,761.05203
2077,ITC Family Pack Snacks 321,Snacks,ITC,57.79,5,54.9,5.0,168,29,Jaipur,UrbanSeller,126,425,26.9,FALSE,Pouch,300,186,25,100,7/12/2025,1/14/2026,None,On-Time,23332.5,6276.4425
2078,Surf Excel Original Household 885,Household,Surf Excel,342.62,5,325.49,4.6,191,14,Hyderabad,QuickStores,90,133,12.8,FALSE,Pouch,300,708,18,34,1/6/2025,12/15/2026,Buy1Get1,On-Time,43290.17,5541.1417599999995
2079,Parle Premium Snacks 406,Snacks,Parle,123.19,10,110.87,5.0,285,24,Hyderabad,SellerB,104,358,33.2,TRUE,Pouch,100,333,20,80,7/6/2025,6/4/2026,None,On-Time,39691.46,13177.56472
2080,FreshFarm Original Fruits 379,Fruits & Vegetables,FreshFarm,157.6,15,133.96,4.3,59,26,Hyderabad,SellerA,114,84,39.3,TRUE,Pouch,500,10,22,37,8/20/2024,8/30/2024,FreeDelivery,On-Time,11252.640000000001,4422.287520000001
2081,Lizol Organic Household 570,Household,Lizol,459.56,0,459.56,3.9,90,34,Lucknow,SellerA,111,341,19.7,FALSE,Packet,200,416,22,82,12/21/2023,2/9/2025,Cashback,On-Time,156709.96,30871.862119999998
2082,Britannia Classic Bakery 505,Bakery,Britannia,452.07,0,452.07,4.4,153,29,Kolkata,UrbanSeller,104,267,16.5,FALSE,Can,300,14,20,71,5/21/2024,6/4/2024,Cashback,Delayed,120702.69,19915.94385
2083,BakeHouse Classic Bakery 163,Bakery,BakeHouse,304.44,0,304.44,4.2,30,29,Ahmedabad,SellerA,135,75,11.2,FALSE,Pouch,100,6,27,40,7/19/2025,7/25/2025,None,Delayed,22833.0,2557.296
2084,Dettol Organic Household 138,Household,Dettol,801.59,5,761.51,4.1,98,19,Chennai,LocalMart,100,257,20.5,FALSE,Bottle,300,1728,20,66,9/4/2025,5/29/2030,FlatDiscount,On-Time,195708.07,40120.15435
2085,DailyGreens Daily Fruits 215,Fruits & Vegetables,DailyGreens,292.58,10,263.32,4.8,144,27,Jaipur,SellerA,113,20,35.4,TRUE,Bottle,250,8,22,37,7/3/2024,7/11/2024,Cashback,Delayed,5266.4,1864.3055999999997
2086,Aavin Original Dairy 443,Dairy,Aavin,74.08,20,59.26,3.8,408,21,Hyderabad,QuickStores,90,105,15.8,TRUE,Jar,1000,27,18,21,2/6/2025,3/5/2025,None,Delayed,6222.3,983.1234000000001
2087,Britannia Lite Snacks 761,Snacks,Britannia,70.74,5,67.2,5.0,551,34,Bengaluru,QuickStores,129,174,9.8,FALSE,Bottle,500,329,25,50,11/16/2024,10/11/2025,Cashback,Delayed,11692.800000000001,1145.8944000000001
2088,ITC Family Pack Snacks 724,Snacks,ITC,162.5,10,146.25,5.0,701,26,Hyderabad,LocalMart,121,16,11.2,FALSE,Jar,200,183,24,15,8/3/2024,2/2/2025,FlatDiscount,On-Time,2340.0,262.08
2089,BakeHouse Lite Bakery 500,Bakery,BakeHouse,281.47,10,253.32,4.6,107,18,Hyderabad,SellerA,116,11,13.5,TRUE,Packet,300,7,23,10,2/12/2025,2/19/2025,FlatDiscount,On-Time,2786.52,376.18019999999996
2090,Patanjali Original Grocery 397,Grocery,Patanjali,67.89,20,54.31,4.1,35,21,Hyderabad,UrbanSeller,139,301,19.3,FALSE,Box,400,582,27,53,9/1/2024,4/6/2026,None,On-Time,16347.310000000001,3155.0308300000006
2091,Britannia Classic Bakery 353,Bakery,Britannia,155.49,5,147.72,4.0,171,25,Chennai,QuickStores,118,304,36.8,FALSE,Can,300,6,23,80,9/4/2025,9/10/2025,None,On-Time,44906.88,16525.73184
2092,Patanjali Lite Grocery 815,Grocery,Patanjali,445.2,15,378.42,3.2,371,26,Bengaluru,QuickStores,100,279,21.0,TRUE,Box,100,357,20,47,11/29/2024,11/21/2025,FreeDelivery,On-Time,105579.18000000001,22171.627800000002
2093,Tata Premium Grocery 135,Grocery,Tata,317.7,0,317.7,3.5,594,24,Chennai,DailyNeeds,84,214,12.5,FALSE,Bottle,400,438,16,45,7/27/2025,10/8/2026,FlatDiscount,On-Time,67987.8,8498.475
2094,Fortune Premium Grocery 98,Grocery,Fortune,495.0,10,445.5,4.7,388,27,Lucknow,LocalMart,97,202,34.6,FALSE,Can,400,564,19,58,6/5/2025,12/21/2026,FlatDiscount,On-Time,89991.0,31136.886000000002
2095,DailyGreens Original Fruits 251,Fruits & Vegetables,DailyGreens,38.4,5,36.48,4.6,188,34,Kolkata,SellerA,79,36,15.8,FALSE,Can,100,10,15,34,9/19/2025,9/29/2025,Cashback,Delayed,1313.28,207.49824
2096,Lay's Daily Snacks 374,Snacks,Lay's,70.14,5,66.63,3.2,410,17,Hyderabad,SellerA,122,98,37.1,TRUE,Can,250,131,24,21,11/18/2023,3/28/2024,None,On-Time,6529.74,2422.53354
2097,DailyGreens Classic Fruits 542,Fruits & Vegetables,DailyGreens,392.33,5,372.71,3.7,127,42,Mumbai,UrbanSeller,104,346,12.6,FALSE,Pouch,250,6,20,78,12/24/2024,12/30/2024,None,On-Time,128957.65999999999,16248.665159999999
2098,FreshFarm Lite Fruits 568,Fruits & Vegetables,FreshFarm,81.47,15,69.25,3.8,83,22,Chennai,UrbanSeller,116,3,23.7,FALSE,Packet,1000,7,23,25,11/12/2023,11/19/2023,Cashback,On-Time,207.75,49.23675
2099,Fortune Original Grocery 401,Grocery,Fortune,477.9,0,477.9,4.1,94,28,Lucknow,SellerB,140,49,38.5,FALSE,Packet,200,359,28,13,11/20/2024,11/14/2025,Cashback,On-Time,23417.1,9015.5835
2100,Dettol Original Household 240,Household,Dettol,455.46,5,432.69,4.2,115,28,Bengaluru,LocalMart,103,34,14.5,FALSE,Box,400,873,20,24,8/2/2025,12/23/2027,None,On-Time,14711.46,2133.1616999999997
2101,FreshFarm Classic Fruits 126,Fruits & Vegetables,FreshFarm,72.61,5,68.98,3.8,91,27,Kolkata,SellerB,101,226,7.2,TRUE,Can,2000,3,20,49,9/20/2024,9/23/2024,FlatDiscount,On-Time,15589.480000000001,1122.4425600000002
2102,Dove Daily Personal 658,Personal Care,Dove,598.93,15,509.09,4.8,178,30,Delhi,UrbanSeller,144,269,22.6,FALSE,Packet,1000,1613,28,70,12/20/2023,5/20/2028,None,On-Time,136945.21,30949.617459999998
2103,Fortune Premium Grocery 780,Grocery,Fortune,484.36,0,484.36,3.8,467,21,Pune,DailyNeeds,79,330,10.7,TRUE,Packet,250,586,15,65,12/5/2024,7/14/2026,Buy1Get1,On-Time,159838.80000000002,17102.751600000003
2104,Britannia Organic Snacks 124,Snacks,Britannia,255.52,0,255.52,4.2,585,22,Delhi,SellerB,106,77,30.1,FALSE,Packet,300,293,21,38,6/3/2025,3/23/2026,None,On-Time,19675.04,5922.187040000001
2105,BakeHouse Daily Bakery 831,Bakery,BakeHouse,116.01,10,104.41,4.0,197,19,Mumbai,LocalMart,128,45,13.4,FALSE,Jar,1000,6,25,21,9/25/2025,10/1/2025,None,On-Time,4698.45,629.5922999999999
2106,Lay's Family Pack Snacks 62,Snacks,Lay's,188.0,10,169.2,4.3,166,31,Lucknow,DailyNeeds,96,89,13.7,FALSE,Jar,1000,280,19,38,2/11/2024,11/17/2024,None,On-Time,15058.8,2063.0555999999997
2107,Harpic Fresh Household 262,Household,Harpic,491.41,30,343.99,3.7,24,20,Delhi,LocalMart,83,34,27.3,FALSE,Pouch,250,1548,16,22,4/15/2024,7/11/2028,FlatDiscount,Delayed,11695.66,3192.91518
2108,Tropicana Fresh Beverages 980,Beverages,Tropicana,224.32,10,201.89,4.4,491,21,Bengaluru,SellerA,107,33,14.6,FALSE,Pouch,300,415,21,23,1/21/2025,3/12/2026,None,On-Time,6662.37,972.70602
2109,Dove Daily Personal 202,Personal Care,Dove,469.55,10,422.6,4.5,114,32,Delhi,DailyNeeds,103,113,19.0,FALSE,Pouch,400,647,20,32,5/7/2025,2/13/2027,None,Delayed,47753.8,9073.222000000002
2110,Patanjali Original Grocery 551,Grocery,Patanjali,362.12,0,362.12,3.5,346,26,Hyderabad,SellerB,122,326,8.4,TRUE,Bottle,500,541,24,52,10/1/2024,3/26/2026,None,On-Time,118051.12,9916.29408
2111,Aavin Classic Dairy 83,Dairy,Aavin,236.39,5,224.57,3.8,451,30,Mumbai,LocalMart,102,158,21.4,FALSE,Jar,500,11,20,43,1/9/2025,1/20/2025,Cashback,On-Time,35482.06,7593.16084
2112,Amul Fresh Dairy 478,Dairy,Amul,173.44,25,130.08,4.7,173,31,Ahmedabad,SellerB,88,80,7.9,TRUE,Bottle,500,7,17,53,10/19/2025,10/26/2025,Cashback,On-Time,10406.400000000001,822.1056000000001
2113,Minute Maid Fresh Beverages 517,Beverages,Minute Maid,141.57,30,99.1,4.2,327,25,Kolkata,LocalMart,91,32,8.2,FALSE,Can,200,532,18,35,7/9/2025,12/23/2026,None,On-Time,3171.2,260.03839999999997
2114,FreshFarm Classic Fruits 482,Fruits & Vegetables,FreshFarm,385.32,5,366.05,4.4,204,36,Hyderabad,LocalMart,110,24,24.6,FALSE,Jar,500,3,22,21,7/8/2024,7/11/2024,None,On-Time,8785.2,2161.1592000000005
2115,Dove Organic Personal 115,Personal Care,Dove,86.72,10,78.05,4.7,100,24,Hyderabad,SellerA,100,487,10.9,FALSE,Pouch,100,1769,20,100,5/9/2025,3/13/2030,None,On-Time,38010.35,4143.1281500000005
2116,P&G Classic Personal 387,Personal Care,P&G,690.49,25,517.87,4.6,236,27,Mumbai,DailyNeeds,96,28,6.0,FALSE,Jar,250,1421,19,31,10/31/2023,9/21/2027,FlatDiscount,On-Time,14500.36,870.0216
2117,Aashirvaad Premium Grocery 375,Grocery,Aashirvaad,115.93,5,110.13,4.0,475,22,Delhi,UrbanSeller,114,30,21.4,FALSE,Can,750,281,22,36,5/14/2024,2/19/2025,None,On-Time,3303.8999999999996,707.0346
2118,Dove Original Personal 764,Personal Care,Dove,346.27,0,346.27,4.5,118,13,Bengaluru,SellerB,129,67,38.7,TRUE,Box,300,1298,25,44,8/21/2025,3/11/2029,None,On-Time,23200.09,8978.434830000002
2119,Dove Premium Personal 766,Personal Care,Dove,326.67,25,245.0,4.4,261,28,Pune,DailyNeeds,92,85,26.4,FALSE,Jar,300,1585,18,12,11/3/2024,3/7/2029,None,On-Time,20825.0,5497.8
2120,Aashirvaad Original Grocery 886,Grocery,Aashirvaad,456.25,10,410.62,4.2,199,26,Chennai,LocalMart,114,195,10.2,FALSE,Packet,1000,361,22,44,12/12/2024,12/8/2025,None,On-Time,80070.9,8167.2318
2121,Modern Premium Bakery 293,Bakery,Modern,227.94,15,193.75,3.6,26,21,Pune,QuickStores,127,103,7.2,TRUE,Jar,1000,3,25,40,5/6/2025,5/9/2025,None,On-Time,19956.25,1436.85
2122,Harpic Original Household 673,Household,Harpic,432.2,5,410.59,4.5,87,14,Chennai,UrbanSeller,99,61,22.7,FALSE,Jar,500,1586,19,16,4/30/2024,9/2/2028,None,On-Time,25045.989999999998,5685.439729999999
2123,Nivea Family Pack Personal 378,Personal Care,Nivea,264.91,15,225.17,3.6,195,46,Ahmedabad,LocalMart,121,50,12.5,TRUE,Pouch,300,1284,24,15,6/25/2025,12/30/2028,Buy1Get1,On-Time,11258.5,1407.3125
2124,Dettol Family Pack Household 471,Household,Dettol,139.48,10,125.53,3.9,119,39,Ahmedabad,QuickStores,100,24,17.2,TRUE,Pouch,750,366,20,0,5/12/2025,5/13/2026,FlatDiscount,Delayed,3012.7200000000003,518.18784
2125,Nivea Premium Personal 867,Personal Care,Nivea,527.56,0,527.56,4.3,252,25,Mumbai,QuickStores,120,90,36.1,FALSE,Bottle,200,785,24,26,5/21/2024,7/15/2026,None,On-Time,47480.399999999994,17140.4244
2126,FreshFarm Premium Fruits 987,Fruits & Vegetables,FreshFarm,284.0,0,284.0,3.6,159,31,Kolkata,QuickStores,100,379,28.4,TRUE,Bottle,2000,13,20,97,6/10/2025,6/23/2025,Cashback,On-Time,107636.0,30568.624
2127,Parle Family Pack Snacks 337,Snacks,Parle,78.66,5,74.73,4.9,336,38,Mumbai,UrbanSeller,81,107,21.0,FALSE,Can,250,298,16,33,2/12/2024,12/6/2024,FlatDiscount,Delayed,7996.110000000001,1679.1831
2128,FreshFarm Fresh Fruits 266,Fruits & Vegetables,FreshFarm,379.96,0,379.96,4.6,147,40,Ahmedabad,UrbanSeller,97,38,39.2,FALSE,Bottle,2000,8,19,19,8/16/2025,8/24/2025,FreeDelivery,On-Time,14438.48,5659.88416
2129,FreshFarm Organic Fruits 844,Fruits & Vegetables,FreshFarm,289.73,5,275.24,4.6,199,47,Jaipur,DailyNeeds,111,287,6.4,TRUE,Jar,2000,3,22,61,8/18/2025,8/21/2025,None,On-Time,78993.88,5055.60832
2130,Dettol Organic Household 370,Household,Dettol,115.49,15,98.17,4.2,255,19,Pune,QuickStores,94,254,30.1,TRUE,Packet,750,1555,18,64,4/19/2024,7/22/2028,Buy1Get1,On-Time,24935.18,7505.4891800000005
2131,Dove Fresh Personal 354,Personal Care,Dove,475.4,0,475.4,4.5,243,27,Ahmedabad,QuickStores,117,293,37.8,FALSE,Pouch,400,875,23,85,10/11/2024,3/5/2027,FlatDiscount,Delayed,139292.19999999998,52652.45159999999
2132,Britannia Premium Snacks 523,Snacks,Britannia,294.87,25,221.15,4.5,516,38,Jaipur,UrbanSeller,117,29,36.6,FALSE,Box,500,290,23,18,3/30/2025,1/14/2026,Buy1Get1,Delayed,6413.35,2347.2861000000003
2133,Modern Lite Bakery 731,Bakery,Modern,406.74,0,406.74,4.6,262,26,Mumbai,DailyNeeds,103,339,23.7,FALSE,Box,100,9,20,77,10/7/2025,10/16/2025,None,Delayed,137884.86000000002,32678.71182
2134,Patanjali Family Pack Grocery 447,Grocery,Patanjali,401.09,5,381.04,5.0,282,29,Kolkata,QuickStores,116,293,32.5,TRUE,Packet,300,577,23,86,6/16/2025,1/14/2027,None,On-Time,111644.72,36284.534
2135,Dove Premium Personal 291,Personal Care,Dove,496.18,0,496.18,4.4,144,22,Hyderabad,LocalMart,109,19,23.6,FALSE,Can,500,1761,21,15,12/11/2023,10/6/2028,Buy1Get1,On-Time,9427.42,2224.8711200000002
2136,Tropicana Daily Beverages 250,Beverages,Tropicana,109.31,0,109.31,5.0,104,24,Ahmedabad,SellerB,97,160,33.1,FALSE,Pouch,500,409,19,49,1/31/2025,3/16/2026,None,On-Time,17489.6,5789.0576
2137,Mother Dairy Original Dairy 181,Dairy,Mother Dairy,132.29,0,132.29,4.1,264,18,Pune,DailyNeeds,107,384,6.0,FALSE,Can,750,8,21,66,6/18/2025,6/26/2025,None,On-Time,50799.36,3047.9616000000005
2138,Dove Family Pack Personal 92,Personal Care,Dove,513.28,5,487.62,4.6,69,33,Delhi,SellerA,107,305,7.9,FALSE,Pouch,300,1221,21,93,9/8/2024,1/12/2028,None,Delayed,148724.1,11749.2039
2139,Dove Family Pack Personal 868,Personal Care,Dove,525.18,15,446.4,4.7,238,28,Mumbai,SellerB,84,203,19.0,FALSE,Jar,200,1665,16,71,3/27/2024,10/17/2028,None,On-Time,90619.2,17217.648
2140,Gowardhan Daily Dairy 80,Dairy,Gowardhan,232.24,0,232.24,3.8,391,16,Hyderabad,SellerA,155,139,39.0,FALSE,Can,500,27,31,41,10/24/2025,11/20/2025,FlatDiscount,On-Time,32281.36,12589.7304
2141,Dettol Lite Household 620,Household,Dettol,617.54,0,617.54,4.5,195,21,Chennai,SellerB,127,246,35.3,FALSE,Box,500,1028,25,71,10/10/2024,8/4/2027,FlatDiscount,On-Time,151914.84,53625.93851999999
2142,FreshFarm Daily Fruits 488,Fruits & Vegetables,FreshFarm,383.03,0,383.03,4.3,35,36,Ahmedabad,DailyNeeds,115,47,12.6,FALSE,Bottle,250,13,23,6,3/16/2024,3/29/2024,None,Delayed,18002.41,2268.3036599999996
2143,Parle Organic Snacks 744,Snacks,Parle,150.27,25,112.7,3.9,566,30,Hyderabad,SellerA,86,193,34.9,FALSE,Packet,750,132,17,52,1/4/2025,5/16/2025,Cashback,On-Time,21751.100000000002,7591.1339
2144,Pepsi Original Beverages 113,Beverages,Pepsi,170.79,15,145.17,5.0,322,24,Ahmedabad,QuickStores,147,24,32.8,TRUE,Packet,200,324,29,34,7/9/2025,5/29/2026,None,On-Time,3484.08,1142.7782399999999
2145,Britannia Classic Bakery 398,Bakery,Britannia,213.04,15,181.08,3.5,224,35,Mumbai,SellerB,60,380,21.8,FALSE,Box,400,11,12,78,11/30/2023,12/11/2023,None,On-Time,68810.40000000001,15000.667200000002
2146,Coca-Cola Lite Beverages 236,Beverages,Coca-Cola,211.43,20,169.14,4.8,540,23,Mumbai,LocalMart,112,98,20.4,FALSE,Jar,300,391,22,22,8/8/2025,9/3/2026,Cashback,On-Time,16575.719999999998,3381.446879999999
2147,Tropicana Original Beverages 165,Beverages,Tropicana,222.3,20,177.84,4.7,28,23,Chennai,SellerB,59,177,36.4,FALSE,Bottle,1000,111,11,46,12/23/2023,4/12/2024,Cashback,On-Time,31477.68,11457.87552
2148,Pepsi Family Pack Beverages 505,Beverages,Pepsi,95.9,15,81.52,4.1,464,21,Pune,SellerB,119,74,32.6,FALSE,Box,1500,376,23,28,9/23/2024,10/4/2025,None,On-Time,6032.48,1966.58848
2149,Britannia Original Bakery 113,Bakery,Britannia,113.06,15,96.1,5.0,153,27,Kolkata,SellerB,78,694,35.8,TRUE,Pouch,250,8,15,100,6/9/2025,6/17/2025,FlatDiscount,Delayed,66693.4,23876.237199999996
2150,Lizol Lite Household 424,Household,Lizol,900.1,10,810.09,4.7,182,15,Jaipur,QuickStores,108,57,27.0,FALSE,Packet,750,391,21,10,5/31/2025,6/26/2026,None,On-Time,46175.130000000005,12467.285100000003
2151,Gowardhan Organic Dairy 500,Dairy,Gowardhan,174.35,10,156.91,3.8,103,10,Pune,QuickStores,100,195,11.6,FALSE,Packet,1000,29,20,40,7/10/2024,8/8/2024,None,On-Time,30597.45,3549.3042
2152,Surf Excel Family Pack Household 53,Household,Surf Excel,940.53,0,940.53,4.6,214,32,Jaipur,QuickStores,92,4,21.3,FALSE,Packet,100,1253,18,16,1/24/2024,6/30/2027,None,On-Time,3762.12,801.3315600000001
2153,Britannia Organic Bakery 208,Bakery,Britannia,421.44,20,337.15,4.5,135,25,Lucknow,SellerA,140,237,9.0,FALSE,Packet,200,13,28,54,8/17/2025,8/30/2025,Buy1Get1,On-Time,79904.54999999999,7191.4095
2154,Britannia Premium Bakery 399,Bakery,Britannia,142.42,0,142.42,4.4,112,23,Ahmedabad,SellerA,119,232,39.3,FALSE,Pouch,500,8,23,50,12/8/2024,12/16/2024,FlatDiscount,On-Time,33041.439999999995,12985.285919999997
2155,Parle Lite Snacks 437,Snacks,Parle,175.87,25,131.9,3.2,227,19,Ahmedabad,LocalMart,138,278,26.2,TRUE,Bottle,1000,358,27,29,4/16/2025,4/9/2026,None,On-Time,36668.200000000004,9607.0684
2156,Minute Maid Original Beverages 620,Beverages,Minute Maid,107.48,5,102.11,5.0,481,25,Chennai,SellerB,109,81,16.0,FALSE,Pouch,1000,495,21,29,11/15/2023,3/24/2025,None,On-Time,8270.91,1323.3455999999999
2157,Surf Excel Family Pack Household 52,Household,Surf Excel,479.73,20,383.78,4.5,202,32,Mumbai,DailyNeeds,82,248,10.0,FALSE,Packet,200,1116,16,57,4/19/2024,5/10/2027,None,On-Time,95177.43999999999,9517.743999999999
2158,Tata Family Pack Grocery 896,Grocery,Tata,340.49,10,306.44,4.0,280,26,Delhi,QuickStores,101,441,30.3,FALSE,Jar,1000,568,20,92,2/2/2025,8/24/2026,FlatDiscount,On-Time,135140.04,40947.432120000005
2159,Lizol Classic Household 735,Household,Lizol,649.92,15,552.43,3.7,74,25,Chennai,SellerA,78,194,33.3,TRUE,Pouch,1000,469,15,44,2/13/2024,5/27/2025,None,On-Time,107171.41999999998,35688.082859999995
2160,Mother Dairy Premium Dairy 431,Dairy,Mother Dairy,153.97,0,153.97,3.3,92,26,Bengaluru,QuickStores,119,212,34.8,FALSE,Bottle,500,29,23,43,9/26/2025,10/25/2025,FlatDiscount,On-Time,32641.64,11359.290719999999
